order_id,customer_id,order_date,product_id,quantity,order_total_usd,shipping_method,region
ORD-00767,CUST-01206,2025-04-15,PROD-0153,1,1035.1,Freight,Southeast
ORD-00768,CUST-01460,2025-06-08,PROD-0111,1,19.08,Standard,Southwest
ORD-00769,CUST-01278,2025-04-24,PROD-0095,3,775.23,Freight,Southwest
ORD-00770,CUST-01142,2025-05-15,PROD-0074,1,75.1,Standard,West Coast
ORD-00771,CUST-01762,2025-06-03,PROD-0060,3,195.9,Express,Southeast
ORD-00772,CUST-01458,2025-04-30,PROD-0175,1,126.26,Express,Northeast
ORD-00773,CUST-00433,2025-05-28,PROD-0110,3,119.34,Express,Midwest
ORD-00774,CUST-00360,2025-04-04,PROD-0020,1,70.54,Standard,Southwest
ORD-00775,CUST-01571,2025-06-19,PROD-0093,1,7.05,Express,Southwest
ORD-00776,CUST-00284,2025-06-11,PROD-0111,2,38.16,Standard,Southeast
ORD-00777,CUST-00237,2025-06-28,PROD-0130,1,100.96,Standard,Southeast
ORD-00778,CUST-00690,2025-06-02,PROD-0020,1,70.54,Standard,Southeast
ORD-00779,CUST-01438,2025-04-29,PROD-0066,1,23.79,Express,Midwest
ORD-00780,CUST-01604,2025-06-25,PROD-0168,3,138.15,Freight,Southeast
ORD-00781,CUST-01081,2025-05-11,PROD-0064,1,86.09,Freight,Midwest
ORD-00782,CUST-01385,2025-05-25,PROD-0050,1,1990.16,Standard,Midwest
ORD-00783,CUST-00543,2025-04-06,PROD-0125,1,74.94,Standard,Southwest
ORD-00784,CUST-01580,2025-04-20,PROD-0184,2,254.58,Freight,Northeast
ORD-00785,CUST-01015,2025-06-12,PROD-0018,5,166.95,Express,Southeast
ORD-00786,CUST-01314,2025-06-29,PROD-0033,1,180.1,Freight,Southwest
ORD-00787,CUST-00347,2025-04-05,PROD-0098,3,47.16,Standard,Midwest
ORD-00788,CUST-00392,2025-06-11,PROD-0102,2,28.56,Standard,Southeast
ORD-00789,CUST-01115,2025-06-22,PROD-0189,2,485.96,Freight,Midwest
ORD-00790,CUST-01633,2025-05-08,PROD-0067,1,29.57,Standard,Southwest
ORD-00791,CUST-00131,2025-04-28,PROD-0006,3,49.95,Freight,West Coast
ORD-00792,CUST-01316,2025-06-14,PROD-0095,2,516.82,Freight,Southwest
ORD-00793,CUST-01556,2025-04-28,PROD-0166,3,438.66,Standard,Southwest
ORD-00794,CUST-00868,2025-05-14,PROD-0114,1,106.55,Express,West Coast
ORD-00795,CUST-00746,2025-06-27,PROD-0152,3,136.44,Freight,Midwest
ORD-00796,CUST-01284,2025-04-10,PROD-0145,3,339.66,Standard,Southwest
ORD-00797,CUST-00338,2025-05-31,PROD-0047,1,19.66,Standard,West Coast
ORD-00798,CUST-01763,2025-06-29,PROD-0049,1,147.29,Freight,Southwest
ORD-00799,CUST-01234,2025-06-20,PROD-0159,1,50.89,Express,Southwest
ORD-00800,CUST-01669,2025-05-22,PROD-0108,1,310.96,Standard,Southeast
ORD-00801,CUST-01597,2025-06-04,PROD-0016,2,67.48,Standard,West Coast
ORD-00802,CUST-00554,2025-06-16,PROD-0152,3,136.44,Express,West Coast
ORD-00803,CUST-01772,2025-04-05,PROD-0123,1,121.49,Standard,Northeast
ORD-00804,CUST-00094,2025-04-12,PROD-0148,1,85.65,Freight,Northeast
ORD-00805,CUST-01573,2025-04-30,PROD-0119,1,35.14,Express,Midwest
ORD-00806,CUST-00867,2025-05-06,PROD-0133,2,293.98,Standard,West Coast
ORD-00807,CUST-01184,2025-06-14,PROD-0156,1,535.39,Freight,Southwest
ORD-00808,CUST-01241,2025-04-27,PROD-0158,1,24.0,Express,West Coast
ORD-00809,CUST-00550,2025-04-14,PROD-0157,2,53.86,Freight,Southeast
ORD-00810,CUST-00455,2025-06-07,PROD-0087,1,32.93,Standard,Southeast
ORD-00811,CUST-01700,2025-06-29,PROD-0017,2,247.1,Express,Southwest
ORD-00812,CUST-01297,2025-06-08,PROD-0104,4,189.24,Standard,Midwest
ORD-00813,CUST-01582,2025-05-17,PROD-0162,4,335.52,Express,Northeast
ORD-00814,CUST-00971,2025-05-30,PROD-0148,1,85.65,Freight,Northeast
ORD-00815,CUST-00780,2025-06-11,PROD-0128,1,221.72,Standard,West Coast
ORD-00816,CUST-01703,2025-06-12,PROD-0168,3,138.15,Standard,West Coast
ORD-00817,CUST-01263,2025-05-17,PROD-0101,1,46.98,Standard,Midwest
ORD-00818,CUST-00395,2025-05-13,PROD-0133,1,146.99,Freight,Southeast
ORD-00819,CUST-00718,2025-06-24,PROD-0172,1,30.42,Standard,Northeast
ORD-00820,CUST-00174,2025-05-04,PROD-0093,3,21.15,Freight,Southeast
ORD-00821,CUST-00864,2025-04-27,PROD-0064,2,172.18,Standard,Northeast
ORD-00822,CUST-01292,2025-06-10,PROD-0143,1,124.73,Express,West Coast
ORD-00823,CUST-00504,2025-05-13,PROD-0173,1,36.82,Standard,Northeast
ORD-00824,CUST-01054,2025-06-19,PROD-0075,2,17.74,Standard,Midwest
ORD-00825,CUST-01521,2025-05-21,PROD-0131,1,10.11,Standard,Southeast
ORD-00826,CUST-00404,2025-06-12,PROD-0141,2,81.12,Standard,Northeast
ORD-00827,CUST-00460,2025-06-21,PROD-0031,4,145.32,Express,Midwest
ORD-00828,CUST-00818,2025-04-08,PROD-0101,1,46.98,Standard,West Coast
ORD-00829,CUST-00809,2025-05-05,PROD-0005,2,139.6,Express,Southeast
ORD-00830,CUST-01050,2025-05-28,PROD-0075,1,8.87,Standard,Southwest
ORD-00831,CUST-01651,2025-04-16,PROD-0176,2,53.24,Express,Northeast
ORD-00832,CUST-01744,2025-05-09,PROD-0190,1,6.0,Express,Southwest
ORD-00833,CUST-00732,2025-05-29,PROD-0086,2,219.56,Standard,West Coast
ORD-00834,CUST-01356,2025-05-26,PROD-0023,1,357.11,Freight,Southeast
ORD-00835,CUST-00082,2025-04-21,PROD-0188,1,642.39,Freight,Southwest
ORD-00836,CUST-01065,2025-05-18,PROD-0140,2,72.84,Standard,Southwest
ORD-00837,CUST-01479,2025-04-29,PROD-0127,1,20.49,Standard,Southwest
ORD-00838,CUST-00115,2025-06-17,PROD-0055,3,55.68,Standard,Southwest
ORD-00839,CUST-01037,2025-05-25,PROD-0152,2,90.96,Express,Southwest
ORD-00840,CUST-00953,2025-06-02,PROD-0187,2,81.9,Express,West Coast
ORD-00841,CUST-00390,2025-04-20,PROD-0092,1,8.52,Express,Northeast
ORD-00842,CUST-01218,2025-05-21,PROD-0024,1,88.26,Standard,Southeast
ORD-00843,CUST-01051,2025-05-31,PROD-0183,3,68.46,Standard,Midwest
ORD-00844,CUST-00596,2025-06-04,PROD-0161,2,24.32,Freight,West Coast
ORD-00845,CUST-01228,2025-04-12,PROD-0047,2,39.32,Standard,Midwest
ORD-00846,CUST-00472,2025-04-18,PROD-0114,1,106.55,Standard,West Coast
ORD-00847,CUST-00026,2025-04-15,PROD-0076,2,2286.76,Freight,Northeast
ORD-00848,CUST-00608,2025-06-17,PROD-0069,1,53.54,Express,Midwest
ORD-00849,CUST-01533,2025-06-25,PROD-0168,1,46.05,Standard,Midwest
ORD-00850,CUST-01755,2025-06-21,PROD-0083,4,232.76,Standard,Southwest
ORD-00851,CUST-01792,2025-06-28,PROD-0058,1,8.51,Express,Southeast
ORD-00852,CUST-01214,2025-06-03,PROD-0059,1,8.8,Standard,Southeast
ORD-00853,CUST-01247,2025-06-07,PROD-0036,1,62.43,Standard,West Coast
ORD-00854,CUST-00894,2025-06-12,PROD-0129,1,39.21,Standard,Southwest
ORD-00855,CUST-00490,2025-04-06,PROD-0067,3,88.71,Standard,Midwest
ORD-00856,CUST-00173,2025-05-05,PROD-0014,1,23.91,Standard,Southwest
ORD-00857,CUST-00079,2025-04-02,PROD-0030,1,13.83,Express,Southwest
ORD-00858,CUST-01550,2025-05-09,PROD-0095,1,258.41,Standard,Northeast
ORD-00859,CUST-01746,2025-06-03,PROD-0137,1,17.8,Express,Midwest
ORD-00860,CUST-01368,2025-06-04,PROD-0102,1,14.28,Express,Northeast
ORD-00861,CUST-00718,2025-06-01,PROD-0136,3,72.63,Standard,Northeast
ORD-00862,CUST-00533,2025-05-02,PROD-0103,1,43.4,Standard,Southeast
ORD-00863,CUST-00315,2025-05-07,PROD-0195,2,196.46,Express,Southwest
ORD-00864,CUST-01043,2025-04-08,PROD-0118,1,125.5,Express,West Coast
ORD-00865,CUST-00906,2025-04-22,PROD-0024,2,176.52,Express,West Coast
ORD-00866,CUST-01291,2025-06-10,PROD-0165,1,117.75,Standard,Midwest
ORD-00867,CUST-00726,2025-04-19,PROD-0021,2,193.6,Standard,West Coast
ORD-00868,CUST-01677,2025-04-12,PROD-0047,1,19.66,Standard,West Coast
ORD-00869,CUST-00457,2025-06-14,PROD-0135,2,84.56,Standard,Southeast
ORD-00870,CUST-01482,2025-04-02,PROD-0157,2,53.86,Standard,Southeast
ORD-00871,CUST-01287,2025-06-16,PROD-0145,2,226.44,Standard,West Coast
ORD-00872,CUST-00856,2025-05-23,PROD-0190,1,6.0,Standard,Midwest
ORD-00873,CUST-01035,2025-05-02,PROD-0023,3,1071.33,Freight,Southeast
ORD-00874,CUST-01040,2025-06-16,PROD-0168,1,46.05,Standard,Midwest
ORD-00875,CUST-01163,2025-05-26,PROD-0197,2,126.24,Standard,Northeast
ORD-00876,CUST-00330,2025-06-30,PROD-0198,2,321.86,Standard,Midwest
ORD-00877,CUST-01167,2025-04-11,PROD-0034,1,24.2,Express,Midwest
ORD-00878,CUST-01150,2025-05-16,PROD-0162,4,335.52,Express,Northeast
ORD-00879,CUST-00791,2025-04-10,PROD-0099,1,281.92,Freight,Southwest
ORD-00880,CUST-00264,2025-06-10,PROD-0092,1,8.52,Standard,Midwest
ORD-00881,CUST-01247,2025-04-28,PROD-0187,3,122.85,Express,Northeast
ORD-00882,CUST-01118,2025-04-05,PROD-0171,1,45.83,Express,Northeast
ORD-00883,CUST-00947,2025-05-07,PROD-0006,1,16.65,Standard,Southwest
ORD-00884,CUST-00003,2025-05-01,PROD-0163,1,187.76,Freight,West Coast
ORD-00885,CUST-00581,2025-05-22,PROD-0123,2,242.98,Standard,West Coast
ORD-00886,CUST-00344,2025-04-25,PROD-0041,1,904.85,Freight,West Coast
ORD-00887,CUST-00387,2025-05-13,PROD-0086,3,329.34,Express,Northeast
ORD-00888,CUST-00404,2025-05-26,PROD-0121,4,465.48,Express,Midwest
ORD-00889,CUST-00728,2025-06-22,PROD-0112,2,34.02,Express,Southeast
ORD-00890,CUST-01334,2025-06-07,PROD-0197,3,189.36,Standard,Southeast
ORD-00891,CUST-00441,2025-04-08,PROD-0141,2,81.12,Express,Southeast
ORD-00892,CUST-01178,2025-06-08,PROD-0140,1,36.42,Standard,Midwest
ORD-00893,CUST-00221,2025-05-05,PROD-0190,5,30.0,Express,West Coast
ORD-00894,CUST-00270,2025-04-12,PROD-0005,3,209.4,Standard,West Coast
ORD-00895,CUST-00373,2025-05-13,PROD-0142,1,42.11,Express,Southeast
ORD-00896,CUST-01565,2025-05-03,PROD-0017,1,123.55,Standard,West Coast
ORD-00897,CUST-00249,2025-04-12,PROD-0156,2,1070.78,Standard,Southwest
ORD-00898,CUST-00178,2025-04-12,PROD-0021,2,193.6,Standard,West Coast
ORD-00899,CUST-01021,2025-06-29,PROD-0034,2,48.4,Express,Southeast
ORD-00900,CUST-00534,2025-04-24,PROD-0168,1,46.05,Standard,West Coast
ORD-00901,CUST-01165,2025-04-17,PROD-0071,1,148.45,Standard,Midwest
ORD-00902,CUST-01028,2025-05-23,PROD-0003,1,123.68,Express,Southeast
ORD-00903,CUST-00050,2025-05-14,PROD-0058,2,17.02,Express,Midwest
ORD-00904,CUST-01664,2025-06-04,PROD-0007,4,115.56,Express,Southeast
ORD-00905,CUST-00100,2025-06-01,PROD-0019,1,76.43,Express,Southeast
ORD-00906,CUST-00178,2025-06-18,PROD-0006,2,33.3,Freight,Southwest
ORD-00907,CUST-00434,2025-04-15,PROD-0154,2,4151.3,Standard,Southwest
ORD-00908,CUST-01339,2025-04-29,PROD-0067,2,59.14,Express,Northeast
ORD-00909,CUST-00545,2025-06-27,PROD-0045,2,54.1,Standard,West Coast
ORD-00910,CUST-00046,2025-04-09,PROD-0068,2,45.12,Express,Midwest
ORD-00911,CUST-00970,2025-06-30,PROD-0111,1,19.08,Standard,Midwest
ORD-00912,CUST-00205,2025-04-16,PROD-0040,1,105.57,Standard,Southwest
ORD-00913,CUST-01088,2025-05-19,PROD-0130,3,302.88,Express,Northeast
ORD-00914,CUST-00882,2025-04-21,PROD-0130,1,100.96,Standard,West Coast
ORD-00915,CUST-01319,2025-04-14,PROD-0181,2,36.48,Standard,Southwest
ORD-00916,CUST-01373,2025-05-30,PROD-0061,2,144.18,Express,Midwest
ORD-00917,CUST-00436,2025-04-27,PROD-0139,2,55.06,Standard,Southwest
ORD-00918,CUST-00211,2025-05-12,PROD-0062,4,1639.12,Freight,West Coast
ORD-00919,CUST-00073,2025-06-03,PROD-0083,1,58.19,Standard,Southeast
ORD-00920,CUST-01751,2025-04-16,PROD-0049,1,147.29,Express,Northeast
ORD-00921,CUST-01278,2025-04-15,PROD-0138,1,24.76,Standard,Midwest
ORD-00922,CUST-01247,2025-06-04,PROD-0055,3,55.68,Standard,West Coast
ORD-00923,CUST-01439,2025-04-18,PROD-0156,1,535.39,Standard,Northeast
ORD-00924,CUST-01358,2025-04-16,PROD-0060,1,65.3,Standard,Northeast
ORD-00925,CUST-01080,2025-06-20,PROD-0157,2,53.86,Standard,Southeast
ORD-00926,CUST-00964,2025-04-08,PROD-0120,1,41.54,Standard,West Coast
ORD-00927,CUST-00065,2025-04-26,PROD-0147,3,1528.2,Freight,Northeast
ORD-00928,CUST-01400,2025-05-15,PROD-0049,2,294.58,Standard,West Coast
ORD-00929,CUST-01133,2025-06-21,PROD-0051,1,129.3,Standard,West Coast
ORD-00930,CUST-00389,2025-06-16,PROD-0138,1,24.76,Express,Northeast
ORD-00931,CUST-00543,2025-05-30,PROD-0072,1,18.84,Freight,Southwest
ORD-00932,CUST-00943,2025-06-12,PROD-0129,2,78.42,Express,West Coast
ORD-00933,CUST-00751,2025-04-26,PROD-0045,3,81.15,Standard,West Coast
ORD-00934,CUST-01662,2025-04-27,PROD-0135,2,84.56,Standard,Southwest
ORD-00935,CUST-01687,2025-05-31,PROD-0066,2,47.58,Freight,West Coast
ORD-00936,CUST-00919,2025-06-19,PROD-0105,1,6.72,Freight,Southeast
ORD-00937,CUST-00905,2025-06-01,PROD-0005,1,69.8,Express,Southeast
ORD-00938,CUST-01022,2025-05-22,PROD-0081,1,2115.69,Freight,Southeast
ORD-00939,CUST-01397,2025-04-21,PROD-0089,1,471.75,Freight,West Coast
ORD-00940,CUST-01484,2025-04-08,PROD-0103,1,43.4,Standard,Northeast
ORD-00941,CUST-00379,2025-05-29,PROD-0136,1,24.21,Express,Southeast
ORD-00942,CUST-00392,2025-04-22,PROD-0067,1,29.57,Standard,Southeast
ORD-00943,CUST-01404,2025-06-15,PROD-0040,3,316.71,Standard,Northeast
ORD-00944,CUST-00096,2025-04-24,PROD-0078,1,69.33,Standard,Southwest
ORD-00945,CUST-01008,2025-05-24,PROD-0171,3,137.49,Freight,Northeast
ORD-00946,CUST-01666,2025-04-17,PROD-0120,1,41.54,Express,Southwest
ORD-00947,CUST-00048,2025-06-17,PROD-0121,1,116.37,Standard,Midwest
ORD-00948,CUST-00715,2025-05-14,PROD-0167,2,66.04,Standard,Northeast
ORD-00949,CUST-00556,2025-04-02,PROD-0019,1,76.43,Express,Southwest
ORD-00950,CUST-01037,2025-05-31,PROD-0179,1,22.09,Standard,Midwest
ORD-00951,CUST-00824,2025-04-16,PROD-0145,1,113.22,Standard,West Coast
ORD-00952,CUST-00372,2025-06-16,PROD-0178,3,369.96,Standard,Southeast
ORD-00953,CUST-01462,2025-06-20,PROD-0029,1,36.32,Standard,Southwest
ORD-00954,CUST-00472,2025-05-01,PROD-0143,2,249.46,Express,Southeast
ORD-00955,CUST-00628,2025-05-23,PROD-0128,4,886.88,Freight,West Coast
ORD-00956,CUST-01164,2025-06-13,PROD-0069,2,107.08,Standard,Southeast
ORD-00957,CUST-01496,2025-06-27,PROD-0070,2,829.24,Freight,Southwest
ORD-00958,CUST-00991,2025-06-01,PROD-0139,2,55.06,Express,Southwest
ORD-00959,CUST-00113,2025-04-06,PROD-0152,2,90.96,Standard,Midwest
ORD-00960,CUST-00021,2025-05-15,PROD-0101,2,93.96,Express,Southeast
ORD-00961,CUST-01780,2025-06-23,PROD-0029,2,72.64,Standard,West Coast
ORD-00962,CUST-00476,2025-05-17,PROD-0021,1,96.8,Standard,Southeast
ORD-00963,CUST-00375,2025-04-25,PROD-0090,5,301.7,Standard,West Coast
ORD-00964,CUST-00661,2025-06-20,PROD-0118,1,125.5,Express,Northeast
ORD-00965,CUST-00617,2025-06-13,PROD-0179,1,22.09,Standard,Southwest
ORD-00966,CUST-00266,2025-05-25,PROD-0093,1,7.05,Standard,Southwest
ORD-00967,CUST-00054,2025-06-12,PROD-0075,2,17.74,Standard,West Coast
ORD-00968,CUST-00588,2025-05-07,PROD-0085,2,263.44,Standard,West Coast
ORD-00969,CUST-01725,2025-06-21,PROD-0060,2,130.6,Express,Southwest
ORD-00970,CUST-01326,2025-06-08,PROD-0003,3,371.04,Express,Midwest
ORD-00971,CUST-01405,2025-04-04,PROD-0131,1,10.11,Express,West Coast
ORD-00972,CUST-00734,2025-05-20,PROD-0141,1,40.56,Express,Southwest
ORD-00973,CUST-00743,2025-04-25,PROD-0034,3,72.6,Express,Northeast
ORD-00974,CUST-01619,2025-06-15,PROD-0169,5,646.75,Express,Southeast
ORD-00975,CUST-00821,2025-04-17,PROD-0140,2,72.84,Standard,West Coast
ORD-00976,CUST-01098,2025-05-13,PROD-0097,2,12.8,Standard,Midwest
ORD-00977,CUST-01057,2025-04-21,PROD-0162,4,335.52,Freight,Northeast
ORD-00978,CUST-01593,2025-04-03,PROD-0119,1,35.14,Standard,West Coast
ORD-00979,CUST-00975,2025-06-26,PROD-0102,2,28.56,Standard,Midwest
ORD-00980,CUST-01392,2025-06-15,PROD-0085,1,131.72,Standard,Midwest
ORD-00981,CUST-00926,2025-04-21,PROD-0131,2,20.22,Standard,West Coast
ORD-00982,CUST-00276,2025-04-23,PROD-0175,1,126.26,Express,Southeast
ORD-00983,CUST-00876,2025-05-05,PROD-0195,1,98.23,Express,West Coast
ORD-00984,CUST-00314,2025-06-08,PROD-0194,4,176.0,Express,Southwest
ORD-00985,CUST-00662,2025-04-25,PROD-0150,1,462.73,Standard,West Coast
ORD-00986,CUST-00715,2025-05-18,PROD-0015,2,11.42,Standard,Southeast
ORD-00987,CUST-01654,2025-04-29,PROD-0121,1,116.37,Freight,Southwest
ORD-00988,CUST-01597,2025-04-07,PROD-0030,1,13.83,Standard,Southwest
ORD-00989,CUST-01177,2025-04-22,PROD-0169,3,388.05,Express,Southwest
ORD-00990,CUST-01755,2025-04-08,PROD-0074,1,75.1,Standard,Southeast
ORD-00991,CUST-00237,2025-05-27,PROD-0125,1,74.94,Standard,Northeast
ORD-00992,CUST-00149,2025-06-21,PROD-0110,1,39.78,Freight,West Coast
ORD-00993,CUST-00763,2025-05-10,PROD-0089,2,943.5,Freight,Southeast
ORD-00994,CUST-00733,2025-04-26,PROD-0165,4,471.0,Standard,Northeast
ORD-00995,CUST-01444,2025-04-23,PROD-0066,2,47.58,Standard,Southeast
ORD-00996,CUST-00603,2025-05-22,PROD-0150,3,1388.19,Standard,Midwest
ORD-00997,CUST-00730,2025-04-23,PROD-0109,1,17.94,Standard,Northeast
ORD-00998,CUST-01755,2025-05-10,PROD-0097,1,6.4,Standard,Midwest
ORD-00999,CUST-01093,2025-05-19,PROD-0111,1,19.08,Express,West Coast
ORD-01000,CUST-00781,2025-05-10,PROD-0061,2,144.18,Standard,West Coast
ORD-01001,CUST-01498,2025-04-06,PROD-0055,1,18.56,Standard,West Coast
ORD-01002,CUST-00347,2025-04-25,PROD-0132,3,161.67,Standard,Northeast
ORD-01003,CUST-01043,2025-04-12,PROD-0012,1,63.15,Standard,Southwest
ORD-01004,CUST-00084,2025-04-19,PROD-0051,1,129.3,Freight,Northeast
ORD-01005,CUST-00552,2025-06-24,PROD-0184,1,127.29,Freight,Southwest
ORD-01006,CUST-01602,2025-04-15,PROD-0012,5,315.75,Standard,Southwest
ORD-01007,CUST-01758,2025-06-22,PROD-0086,1,109.78,Freight,Midwest
ORD-01008,CUST-00203,2025-06-30,PROD-0159,3,152.67,Freight,Southeast
ORD-01009,CUST-00864,2025-05-06,PROD-0042,1,229.95,Freight,West Coast
ORD-01010,CUST-01344,2025-04-10,PROD-0083,1,58.19,Express,West Coast
ORD-01011,CUST-00561,2025-06-01,PROD-0173,2,73.64,Standard,Southwest
ORD-01012,CUST-01713,2025-06-17,PROD-0114,1,106.55,Standard,Midwest
ORD-01013,CUST-00313,2025-05-11,PROD-0027,2,1004.74,Freight,Northeast
ORD-01014,CUST-01645,2025-04-07,PROD-0125,3,224.82,Standard,West Coast
ORD-01015,CUST-00782,2025-06-28,PROD-0118,1,125.5,Express,Southeast
ORD-01016,CUST-00099,2025-04-28,PROD-0137,1,17.8,Standard,Southwest
ORD-01017,CUST-01357,2025-05-03,PROD-0032,3,65.37,Standard,West Coast
ORD-01018,CUST-00463,2025-05-13,PROD-0006,1,16.65,Standard,West Coast
ORD-01019,CUST-00113,2025-05-17,PROD-0147,1,509.4,Freight,West Coast
ORD-01020,CUST-01108,2025-06-19,PROD-0081,3,6347.07,Freight,Southwest
ORD-01021,CUST-00162,2025-06-28,PROD-0181,1,18.24,Standard,Midwest
ORD-01022,CUST-01652,2025-04-07,PROD-0116,1,123.28,Express,Southwest
ORD-01023,CUST-00787,2025-05-30,PROD-0022,2,93.32,Express,Midwest
ORD-01024,CUST-00807,2025-04-12,PROD-0034,3,72.6,Standard,Midwest
ORD-01025,CUST-00221,2025-04-08,PROD-0031,5,181.65,Express,Southeast
ORD-01026,CUST-01686,2025-06-02,PROD-0010,1,1482.98,Standard,Northeast
ORD-01027,CUST-01671,2025-06-21,PROD-0168,2,92.1,Standard,West Coast
ORD-01028,CUST-01622,2025-04-09,PROD-0188,2,1284.78,Freight,Midwest
ORD-01029,CUST-01125,2025-04-30,PROD-0191,1,26.02,Standard,Midwest
ORD-01030,CUST-01260,2025-06-30,PROD-0170,1,118.25,Express,Southeast
ORD-01031,CUST-01746,2025-04-26,PROD-0158,1,24.0,Express,Southeast
ORD-01032,CUST-01060,2025-05-25,PROD-0185,1,25.72,Express,West Coast
ORD-01033,CUST-01537,2025-06-18,PROD-0121,1,116.37,Standard,Northeast
ORD-01034,CUST-01219,2025-04-21,PROD-0189,1,242.98,Freight,West Coast
ORD-01035,CUST-00830,2025-06-15,PROD-0038,4,651.04,Standard,Midwest
ORD-01036,CUST-01168,2025-05-06,PROD-0073,1,13.01,Express,West Coast
ORD-01037,CUST-01492,2025-06-10,PROD-0187,1,40.95,Standard,West Coast
ORD-01038,CUST-01167,2025-06-11,PROD-0169,1,129.35,Standard,West Coast
ORD-01039,CUST-01141,2025-06-04,PROD-0069,1,53.54,Standard,Midwest
ORD-01040,CUST-01287,2025-04-26,PROD-0184,3,381.87,Express,West Coast
ORD-01041,CUST-00217,2025-05-26,PROD-0172,3,91.26,Standard,Midwest
ORD-01042,CUST-00325,2025-05-29,PROD-0120,2,83.08,Standard,Southwest
ORD-01043,CUST-01536,2025-05-11,PROD-0019,3,229.29,Express,Midwest
ORD-01044,CUST-01231,2025-04-29,PROD-0147,1,509.4,Standard,Midwest
ORD-01045,CUST-00505,2025-05-25,PROD-0180,3,207.0,Standard,Southwest
ORD-01046,CUST-01517,2025-06-29,PROD-0083,1,58.19,Freight,Southeast
ORD-01047,CUST-01363,2025-04-29,PROD-0120,1,41.54,Standard,Southeast
ORD-01048,CUST-01491,2025-04-21,PROD-0114,2,213.1,Express,Southwest
ORD-01049,CUST-00639,2025-05-10,PROD-0060,4,261.2,Standard,Northeast
ORD-01050,CUST-00226,2025-06-29,PROD-0114,3,319.65,Standard,Southwest
ORD-01051,CUST-00629,2025-05-31,PROD-0060,1,65.3,Freight,Southeast
ORD-01052,CUST-00002,2025-04-04,PROD-0020,1,70.54,Express,Northeast
ORD-01053,CUST-00154,2025-04-11,PROD-0100,1,68.27,Standard,Northeast
ORD-01054,CUST-01032,2025-06-18,PROD-0055,1,18.56,Standard,West Coast
ORD-01055,CUST-01633,2025-06-19,PROD-0030,1,13.83,Express,Midwest
ORD-01056,CUST-01020,2025-04-02,PROD-0045,1,27.05,Standard,Northeast
ORD-01057,CUST-00139,2025-04-17,PROD-0001,2,40.64,Standard,West Coast
ORD-01058,CUST-01257,2025-05-24,PROD-0076,1,1143.38,Freight,West Coast
ORD-01059,CUST-01588,2025-05-14,PROD-0070,1,414.62,Standard,Southeast
ORD-01060,CUST-00820,2025-05-23,PROD-0071,2,296.9,Standard,West Coast
ORD-01061,CUST-01481,2025-04-19,PROD-0068,1,22.56,Standard,Southeast
ORD-01062,CUST-00397,2025-05-15,PROD-0029,1,36.32,Express,Southeast
ORD-01063,CUST-00393,2025-05-05,PROD-0058,1,8.51,Standard,Northeast
ORD-01064,CUST-01573,2025-04-13,PROD-0102,3,42.84,Standard,Midwest
ORD-01065,CUST-01693,2025-05-03,PROD-0029,1,36.32,Express,Northeast
ORD-01066,CUST-01092,2025-05-24,PROD-0145,1,113.22,Express,Northeast
ORD-01067,CUST-00704,2025-04-29,PROD-0135,4,169.12,Standard,Midwest
ORD-01068,CUST-00391,2025-04-07,PROD-0040,2,211.14,Standard,West Coast
ORD-01069,CUST-00942,2025-04-01,PROD-0056,1,91.44,Express,Midwest
ORD-01070,CUST-01545,2025-04-24,PROD-0097,2,12.8,Freight,Southeast
ORD-01071,CUST-01234,2025-05-04,PROD-0183,1,22.82,Express,Southwest
ORD-01072,CUST-00362,2025-04-11,PROD-0102,2,28.56,Freight,West Coast
ORD-01073,CUST-01637,2025-06-07,PROD-0140,4,145.68,Standard,Midwest
ORD-01074,CUST-01227,2025-06-12,PROD-0032,4,87.16,Express,Northeast
ORD-01075,CUST-00576,2025-06-21,PROD-0003,1,123.68,Standard,Southeast
ORD-01076,CUST-01502,2025-04-06,PROD-0194,1,44.0,Standard,Southeast
ORD-01077,CUST-00849,2025-06-06,PROD-0195,2,196.46,Standard,Midwest
ORD-01078,CUST-01697,2025-06-15,PROD-0169,1,129.35,Standard,West Coast
ORD-01079,CUST-01265,2025-05-27,PROD-0018,4,133.56,Express,Northeast
ORD-01080,CUST-00073,2025-04-29,PROD-0027,1,502.37,Freight,Midwest
ORD-01081,CUST-00913,2025-04-18,PROD-0012,3,189.45,Express,Southwest
ORD-01082,CUST-01154,2025-04-11,PROD-0140,3,109.26,Standard,Southeast
ORD-01083,CUST-01346,2025-04-07,PROD-0098,1,15.72,Express,Southwest
ORD-01084,CUST-00958,2025-05-28,PROD-0087,2,65.86,Express,Midwest
ORD-01085,CUST-00805,2025-06-08,PROD-0067,1,29.57,Standard,West Coast
ORD-01086,CUST-00366,2025-05-16,PROD-0135,1,42.28,Standard,West Coast
ORD-01087,CUST-00975,2025-06-24,PROD-0036,1,62.43,Standard,West Coast
ORD-01088,CUST-00958,2025-04-13,PROD-0168,2,92.1,Standard,West Coast
ORD-01089,CUST-01103,2025-05-19,PROD-0190,2,12.0,Standard,Midwest
ORD-01090,CUST-00031,2025-04-29,PROD-0191,1,26.02,Standard,West Coast
ORD-01091,CUST-01564,2025-06-02,PROD-0191,1,26.02,Standard,Midwest
ORD-01092,CUST-01131,2025-04-05,PROD-0093,1,7.05,Standard,Southeast
